source_row_1based,Model,Publication date,Training compute (FLOP),Training compute notes,Training dataset size (total),Dataset size notes,Parameters,Parameters notes,Confidence,Numerical format,Training compute estimation method,Open model weights?,Reference,Link,publication_date_parsed,publication_year,date_status,included_as_of_cutoff,training_compute_numeric,training_compute_parse_status,dataset_size_numeric,dataset_size_parse_status,parameter_count_numeric,parameter_count_parse_status
296,OpenAudio-S1-mini,2025-06-03,,,,,500000000.0,"OpenAudio S1-mini (0.5B parameters): A distilled version with core capabilities, available on Hugging Face Space, optimized for faster inference while maintaining excellent quality.",Confident,,,,,https://huggingface.co/fishaudio/openaudio-s1-mini,2025-06-03,2025.0,after_cutoff,False,,missing,,missing,500000000.0,finite_scalar
297,Gemini 2.5 Flash Native Audio,2025-06-03,,,,,,,Unknown,,,No,Advanced audio dialog and generation with Gemini 2.5,https://blog.google/technology/google-deepmind/gemini-2-5-native-audio/,2025-06-03,2025.0,after_cutoff,False,,missing,,missing,,missing
298,Kling 2.1,2025-05-29,,"Hard to bound the training compute. It performs similarly to Veo-2/3, so plausibly has similar training budget. Kuaishou, the developer, spent $1.7B on R&D in 2024, so plausibly could have afforded the compute for e.g. a 1e25 FLOP training run (https://kr-asia.com/kuaishou-turns-to-ai-and-kling-to-stay-sticky-in-a-flatlining-market).",,,,,Unknown,,,No,"Greatly improved dynamics, aesthetics, and promt adherence",https://ir.kuaishou.com/news-releases/news-release-details/kling-ai-celebrates-first-anniversary-achieves-annualized,2025-05-29,2025.0,after_cutoff,False,,missing,,missing,,missing
299,FLUX.1 Kontext [pro],2025-05-29,,,,,,,Unknown,,,No,FLUX.1 Kontext: Flow Matching for In-Context Image Generation and Editing in Latent Space,https://arxiv.org/abs/2506.15742,2025-05-29,2025.0,after_cutoff,False,,missing,,missing,,missing
300,FLUX.1 Kontext [max],2025-05-29,,,,,,,Unknown,,,No,FLUX.1 Kontext: Flow Matching for In-Context Image Generation and Editing in Latent Space,https://arxiv.org/abs/2506.15742,2025-05-29,2025.0,after_cutoff,False,,missing,,missing,,missing
301,FLUX.1 Kontext [dev],2025-05-29,,,,,12000000000.0,12B,Confident,,,No,Introducing FLUX.1 Kontext and the BFL Playground,https://bfl.ai/announcements/flux-1-kontext,2025-05-29,2025.0,after_cutoff,False,,missing,,missing,12000000000.0,finite_scalar
302,EVI 3,2025-05-29,,,,,,,Unknown,,,No,Introducing EVI 3: the world’s most realistic and instructible speech-to-speech foundation model,https://www.hume.ai/blog/introducing-evi-3,2025-05-29,2025.0,after_cutoff,False,,missing,,missing,,missing
303,Skywork-OR1-32B,2025-05-29,,,,,32000000000.0,32B,Confident,,,Yes,"Skywork Open Reasoner 1 Technical Report
",https://arxiv.org/abs/2505.22312,2025-05-29,2025.0,after_cutoff,False,,missing,,missing,32000000000.0,finite_scalar
304,Codestral Embed,2025-05-28,,"Unlikely to use >1e25 FLOP (lightweight embedding model). Meanwhile, >1e23 FLOP is likely given compute used for code LLMs generally.",,,,,Unknown,,,No,The new state-of-the-art embedding model for code.,https://mistral.ai/news/codestral-embed,2025-05-28,2025.0,after_cutoff,False,,missing,,missing,,missing
305,Pangu Pro MoE,2025-05-28,1.287e+24,6 FLOP / token / parameter * 16.5 * 10^9 active parameters * 13 * 10^12 tokens = 1.287e+24 FLOP,13000000000000,"""The pre-training dataset of Pangu Pro MoE contains a total number of 13 trillion tokens produced by our
tokenizer with a vocabulary size of 153,376 tokens.""

""the general phase (9.6T), the reasoning phase (3T), and the annealing phase (0.4T)""",71990000000.0,a total of 71.99B parameters and 16.50 billion active parameters,Confident,,Operation counting,Yes,Pangu Pro MoE: Mixture of Grouped Experts for Efficient Sparsity,https://arxiv.org/abs/2505.21411,2025-05-28,2025.0,after_cutoff,False,1.287e+24,finite_scalar,13000000000000.0,finite_scalar,71990000000.0,finite_scalar
306,DeepSeek-R1 (May 2025),2025-05-28,4.020010000000001e+24,"Estimates by Ege Erdil in Gradient Updates:
https://epoch.ai/gradient-updates/what-went-into-training-deepseek-r1
""A dataset size of 14.8 trillion tokens is reasonable and in line with other models of this scale. Assuming that’s valid, the pretraining of this model would have required 6 * (37 billion) * (14.8 trillion) = 3e24 FLOP. If we assume DeepSeek’s training cluster consists of H800s with the PCIe form factor, then each should be capable of 1.5e15 FP8 per second, and the implied model FLOP utilization (MFU) of DeepSeek v3’s 55 day training run ends up being around 23%.""

6 FLOP/token/param * 14.8T tokens * 37B active params = 3.29e24 FLOP (pretraining)
1.2e23 FLOP (post-training)
6.1e23 FLOP (fine-tuning)

Total compute: 3.29e24 + 1.2e23 + 6.1e23 = 4.02e24",14800000000000,,671000000000.0,"671B total
37B activated
https://github.com/deepseek-ai/DeepSeek-R1/tree/main",Confident,FP8,Operation counting,Yes,DeepSeek-R1: Incentivizing Reasoning Capability in LLMs via Reinforcement Learning,https://api-docs.deepseek.com/news/news250120,2025-05-28,2025.0,after_cutoff,False,4.020010000000001e+24,finite_scalar,14800000000000.0,finite_scalar,671000000000.0,finite_scalar
307,SignGemma,2025-05-27,,,,,,,Unknown,,,,"Google Announces SignGemma, A Model That Translates Sign Language",https://officechai.com/ai/google-announces-signgemma-a-model-that-translates-sign-language/,2025-05-27,2025.0,after_cutoff,False,,missing,,missing,,missing
308,DMind-1,2025-05-24,,,,,,,Unknown,,,Yes,DMind-1,https://huggingface.co/DMindAI/DMind-1,2025-05-24,2025.0,after_cutoff,False,,missing,,missing,,missing
309,OpenOmni,2025-05-24,,,,"Compared to VITA [27], the leading fully open-source
OLLM, which employs a 7×8B language model trained on 5M samples, OpenOmni attains superior results with a
smaller model size (7B vs. 7×8B) and 3× fewer training samples (1.6M vs. 5M) ",7000000000.0,"7B
""We design the architecture following LLaVA series [17, 18], where the omnimodal large language model consists of four key components: an LLM (Qwen2.5-7B-Instruct [2]) for next token prediction, an image encoder (CLIP-ViT-L [74]) for extracting visual features, a speech encoder (Whisper-large-v3 [75]) for extracting audio features and a streaming speech decoder (Qwen2.5-0.5B-Instruct [2]) for generating vivid speech in real-time.""",Confident,,Hardware,Yes,OpenOmni: Advancing Open-Source Omnimodal Large Language Models with Progressive Multimodal Alignment and Real-Time Self-Aware Emotional Speech Synthesis,https://arxiv.org/abs/2501.04561,2025-05-24,2025.0,after_cutoff,False,,missing,,missing,7000000000.0,finite_scalar
310,o3 Operator,2025-05-23,,,,,,,Unknown,,,No,Addendum to OpenAI o3 and o4-mini system card: OpenAI o3 Operator,"https://cdn.openai.com/pdf/4375e605-f9a6-438d-bcc8-190599c183a6/o3_cua_system_card.pdf

https://help.openai.com/en/articles/10561834-operator-release-notes",2025-05-23,2025.0,after_cutoff,False,,missing,,missing,,missing
311,DataRater test model (1B),2025-05-23,1.2e+20,"c = 6nd where n = 1B, d = 20B
c = 6 * 1B * 20B = 1.2e20 FLOPs

""All inner language models and DataRater models are based on the Chinchilla [Hoffmann et al., 2022] transformer architectures [Vaswani et al., 2017].""
""Meta-training a DataRater requires approximately 58.4% of the FLOPS needed to train a single 1B LLM.""",,,1000000000.0,"""A baseline 1B model is trained on the unfiltered dataset, while a second 1B model is trained analogously on the same dataset, but filtered by a DataRater.""",Likely,,,,DataRater: Meta-Learned Dataset Curation,https://arxiv.org/abs/2505.17895,2025-05-23,2025.0,after_cutoff,False,1.2e+20,finite_scalar,,missing,1000000000.0,finite_scalar
312,Claude Opus 4,2025-05-22,,Flagship model from a leading developer in mid-2025; very likely it used >1e25 FLOP.,,,,,Unknown,,,No,"Hybrid reasoning model that pushes the frontier for coding and AI agents, featuring a 200K context window","https://www.anthropic.com/claude/opus

https://www.anthropic.com/news/claude-4",2025-05-22,2025.0,after_cutoff,False,,missing,,missing,,missing
313,Claude Sonnet 4,2025-05-22,,Flagship model from a leading developer in mid-2025; very likely it used >1e25 FLOP.,,,,,Unknown,,,No,"Hybrid reasoning model with superior intelligence for high-volume use cases, and 200K context window","https://www.anthropic.com/claude/sonnet

https://www.anthropic.com/news/claude-4",2025-05-22,2025.0,after_cutoff,False,,missing,,missing,,missing
314,Reason-ModernColBERT,2025-05-22,3.6832407e+21,fine-tune compute is negligible,,"Size: 100,521 training samples

query mean: 97.84 tokens
pos mean: 127.63 tokens
neg mean: 127.77 tokens

100,521 * (97.84+127.63+127.77) = 35508038.04 tokens",150000000.0,150M,Likely,,Operation counting,Yes,LightOn Unlocks Agentic RAG with new SOTA Model Reason-ModernColBERT,https://huggingface.co/lightonai/Reason-ModernColBERT,2025-05-22,2025.0,after_cutoff,False,3.6832407e+21,finite_scalar,,missing,150000000.0,finite_scalar
315,Veo 3,2025-05-21,,,,,,,Unknown,,,No,Our state-of-the-art video generation model,https://deepmind.google/models/veo/,2025-05-21,2025.0,after_cutoff,False,,missing,,missing,,missing
316,Falcon-Arabic,2025-05-21,,,,,7000000000.0,,Confident,,,No,Falcon-Arabic: A Breakthrough in Arabic Language Models,https://huggingface.co/blog/tiiuae/falcon-arabic,2025-05-21,2025.0,after_cutoff,False,,missing,,missing,7000000000.0,finite_scalar
317,Falcon-H1,2025-05-21,3.672e+24,6 FLOP / parameter / token * 34 * 10^9 parameters * 18 * 10^12 tokens = 3.672e+24 FLOP,18000000000000,18T,34000000000.0,"""In this release, we feature six open-weight models: 0.5B, 1.5B, 1.5B-Deep, 3B, 7B, and 34B, along with their instruct versions"" (https://huggingface.co/blog/tiiuae/falcon-h1).",Confident,,Operation counting,Yes,Falcon-H1: A Family of Hybrid-Head Language Models Redefining Efficiency and Performance,https://arxiv.org/abs/2507.22448,2025-05-21,2025.0,after_cutoff,False,3.672e+24,finite_scalar,18000000000000.0,finite_scalar,34000000000.0,finite_scalar
318,Devstral Small,2025-05-21,,,,,24000000000.0,24B,Confident,,,Yes,Introducing the best open-source model for coding agents.,https://mistral.ai/news/devstral,2025-05-21,2025.0,after_cutoff,False,,missing,,missing,24000000000.0,finite_scalar
319,MedGemma 27B,2025-05-20,,,,,27000000000.0,27B,Confident,,,Yes,MedGemma Technical Report,https://arxiv.org/abs/2507.05201,2025-05-20,2025.0,after_cutoff,False,,missing,,missing,27000000000.0,finite_scalar
320,Gemma 3n,2025-05-20,5.181e+23,6 FLOP / parameter / token * 7.85 * 10^9 parameters * 11 * 10^12 tokens = 5.181e+23 FLOP,11000000000000,11T,7850000000.0,7.85B (Safetensors),Confident,,Operation counting,Yes,"Announcing Gemma 3n preview: powerful, efficient, mobile-first AI",https://developers.googleblog.com/en/introducing-gemma-3n/,2025-05-20,2025.0,after_cutoff,False,5.181e+23,finite_scalar,11000000000000.0,finite_scalar,7850000000.0,finite_scalar
321,Lyria RealTime,2025-05-20,,,,,,,Unknown,,,No,Interactive real-time music creation model,https://deepmind.google/models/lyria/realtime/,2025-05-20,2025.0,after_cutoff,False,,missing,,missing,,missing
322,Imagen 4,2025-05-20,,,,,,,Unknown,,,No,Imagen 4 Model Card,https://storage.googleapis.com/deepmind-media/Model-Cards/Imagen-4-Model-Card.pdf,2025-05-20,2025.0,after_cutoff,False,,missing,,missing,,missing
323,voyage-3.5,2025-05-20,,,,,,,Unknown,,,No,"
voyage-3.5 and voyage-3.5-lite: improved quality for a new retrieval frontier
",https://blog.voyageai.com/2025/05/20/voyage-3-5/,2025-05-20,2025.0,after_cutoff,False,,missing,,missing,,missing
324,Imagen 4 ultra,2025-05-20,,,,,,,Unknown,,,No,Imagen 4 ultra,https://cloud.google.com/vertex-ai/generative-ai/docs/models/imagen/4-0-ultra-generate-001,2025-05-20,2025.0,after_cutoff,False,,missing,,missing,,missing
325,Marin 8B,2025-05-19,6.12e+23,6 FLOP / parameter / token * 8 *10^9 parameters * 12.75 * 10^12 tokens = 6.12e+23 FLOP,,12.75T tokens,8000000000.0,"8B

Architecture Details
Architecture: Llama 3 8B
Hidden size: 4096
Feedforward size: 14336
Number of layers: 32
Number of attention heads: 32
Number of KV heads: 8",Confident,,Operation counting,Yes,Marin 8B Retrospective,https://marin.readthedocs.io/en/latest/reports/marin-8b-retro/,2025-05-19,2025.0,after_cutoff,False,6.12e+23,finite_scalar,,missing,8000000000.0,finite_scalar
326,Cosmos-Reason1 7B,2025-05-19,,,,,7000000000.0,7B,Confident,,,Yes,From Physical Common Sense To Embodied Reasoning,https://arxiv.org/abs/2503.15558,2025-05-19,2025.0,after_cutoff,False,,missing,,missing,7000000000.0,finite_scalar
327,Cosmos-Reason1 56B,2025-05-19,,,,,56000000000.0,56B,Confident,,,No,From Physical Common Sense To Embodied Reasoning,https://arxiv.org/abs/2503.15558,2025-05-19,2025.0,after_cutoff,False,,missing,,missing,56000000000.0,finite_scalar
328,NVIDIA Isaac GR00T N1.5 3B,2025-05-18,,,,,3000000000.0,3B,Confident,,,Yes,NVIDIA Powers Humanoid Robot Industry With Cloud-to-Robot Computing Platforms for Physical AI,https://nvidianews.nvidia.com/news/nvidia-powers-humanoid-robot-industry-with-cloud-to-robot-computing-platforms-for-physical-ai,2025-05-18,2025.0,after_cutoff,False,,missing,,missing,3000000000.0,finite_scalar
329,SANA 1.5 4.8B,2025-05-17,,,,"50M samples - pre-training data
3M samples - fine-tuning

100K pre-training steps
10K SFT steps",4800000000.0,"4.8B

Our final model (SANA-4.8B)
scales to 60 layers while maintaining the same channel
dimension (2240 per layer) and FFN dimension (5600)
as SANA-1.6B. The architecture, training data, and other
hyperparameters remain consistent with SANA-1.6B",Confident,BF16,,Yes,SANA 1.5: Efficient Scaling of Training-Time and Inference-Time Compute in Linear Diffusion Transformer,https://arxiv.org/abs/2501.18427,2025-05-17,2025.0,after_cutoff,False,,missing,,missing,4800000000.0,finite_scalar
330,codex-1,2025-05-16,,,,,,,Unknown,,,No,Introducing Codex,https://openai.com/index/introducing-codex/,2025-05-16,2025.0,after_cutoff,False,,missing,,missing,,missing
331,codex-mini,2025-05-16,,,,,,,Unknown,,,No,Introducing Codex,https://openai.com/index/introducing-codex/,2025-05-16,2025.0,after_cutoff,False,,missing,,missing,,missing
332,Repress,2025-05-16,,,,,133000000.0,133M,Confident,,,No,Sequence based prediction of cell type specific microRNA binding and mRNA degradation for therapeutic discovery,https://www.biorxiv.org/content/10.1101/2025.05.15.654105v1,2025-05-16,2025.0,after_cutoff,False,,missing,,missing,133000000.0,finite_scalar
333,COLLECTIVE-1,2025-05-15,,,,,,"""Flower Labs: Flower is the world’s most popular open-source framework for federated learning and largest decentralized AI developer community. In particular, Flower Labs has been a pioneer in the training of foundation models using decentralized methods, and were the first to achieve 1B, 3B and 7B sized LLMs trained using GPUs physically located around the world"" (https://www.vana.org/posts/vana-flower-labs-partnership).",Unknown,,,,Vana and Flower Labs Partner to Build the World’s First User-Owned AI Model,https://www.vana.org/posts/vana-flower-labs-partnership,2025-05-15,2025.0,after_cutoff,False,,missing,,missing,,missing
334,II-Medical-8B,2025-05-15,,,,"1. SFT:
Max Length: 16378
Batch Size: 32
Number of Epochs: 8
Total Token / Batch: 16378 × 4

2. RL:
Prompt Length: 2048 tokens
Response Length: up to 12288 tokens + 4096 buffer
Batch Sizes: 512 (train), 1536 (gen), 32 (mini-batch)
16 generations per prompt

unknown amount of steps",8000000000.0,8B,Confident,,,Yes,II-Medical-8B-1706 is our latest state of the art open medical model ,https://ii.inc/web/blog/post/ii-medical,2025-05-15,2025.0,after_cutoff,False,,missing,,missing,8000000000.0,finite_scalar
335,AlphaEvolve,2025-05-14,,,,,,,Unknown,,,,AlphaEvolve: A Gemini-powered coding agent for designing advanced algorithms,https://deepmind.google/discover/blog/alphaevolve-a-gemini-powered-coding-agent-for-designing-advanced-algorithms/,2025-05-14,2025.0,after_cutoff,False,,missing,,missing,,missing
336,LTX-Video-0.9.7. 13B distilled,2025-05-14,,,,,,,Unknown,,,Yes,"Faster, less VRAM usage, slight quality reduction compared to 13b. Ideal for rapid iterations",https://huggingface.co/Lightricks/LTX-Video-0.9.7-distilled,2025-05-14,2025.0,after_cutoff,False,,missing,,missing,,missing
337,Pixverse v4.5,2025-05-13,,,,,,,Unknown,,,No,PixVerse AI: Blend multiple images into dynamic video scenes,"https://app.pixverse.ai/onboard

https://www.veed.io/ai-models/video/pixverse-v4.5",2025-05-13,2025.0,after_cutoff,False,,missing,,missing,,missing
